date,ММВБ,MICEXCBITR,S&P500,NASDAQ Composite,S&P500 Bond Index,NAREIT,"Депозит в $ ф.л. более 1 года, % годовых"
1/1/10,"-0,06113764777","0,01971428571","0,02851369346","0,04233590239","0,003716711563","0,05057423229","0,004166666667"
1/2/10,"0,0216496879","0,04628571429","0,08898656262","0,1167066384","0,007365226583","0,1495248266","0,008099652778"
1/3/10,"0,0117090079","0,0564","0,1050592716","0,1461522341","0,02342551233","0,2251694837","0,01196403478"
1/4/10,"-0,06115173803","0,05548571429","0,01447102536","0,05108156565","0,01943601459","0,1600382306","0,01634921226"
1/5/10,"-0,07757393865","0,07497142857","-0,04019108458","-0,01774745617","0,0394516998","0,1074518635","0,02016052181"
1/6/10,"-0,01571064238","0,08308571429","0,02582249248","0,04999185042","0,05766017663","0,2070525322","0,02373108364"
1/7/10,"-0,03559200237","0,08994285714","-0,02285192807","-0,01551679978","0,07753946875","0,1901041667","0,02748476428"
1/8/10,"0,01471023376","0,0992","0,06269846443","0,1030432859","0,08350666621","0,2431239165","0,03133783214"
1/9/10,"0,07324822815","0,1056571429","0,1018652165","0,1676764384","0,08527977632","0,2997577699","0,03529129383"
1/10/10,"0,1029293655","0,1086857143","0,09934163353","0,1634014017","0,07869880997","0,2786497028","0,03934618473"
1/11/10,"0,1892110862","0,1111428571","0,1711287214","0,235415745","0,07082210932","0,3384139735","0,04341695729"
1/12/10,"0,2141719857","0,1212571429","0,1976496224","0,2574009826","0,07430013298","0,3871424591","0,04741672229"
1/1/11,"0,2525115892","0,1310285714","0,2359224115","0,2956760658","0,08146076994","0,4493715948","0,05143181973"
1/2/11,"0,277697933","0,1413714286","0,2346280276","0,2951172375","0,08030142872","0,4293663323","0,05528706973"
1/3/11,"0,2271491172","0,1514285714","0,2698091948","0,3381796167","0,09707777816","0,4992996223","0,05915645566"
1/4/11,"0,1739301968","0,1566857143","0,2526655927","0,3203716208","0,1113308555","0,5118793338","0,06339308148"
1/5/11,"0,1741345056","0,1664","0,2297950404","0,291601276","0,1030449756","0,4713348192","0,06738080553"
1/6/11,"0,2013216666","0,1780571429","0,2033858847","0,2836193448","0,1269478637","0,4770190998","0,07120558675"
1/7/11,"0,08921249524","0,1738285714","0,1350442791","0,2012294223","0,1273229447","0,4023302068","0,07477627204"
1/8/11,"-0,03725465331","0,1669142857","0,05359121681","0,1248282767","0,1295393324","0,256280182","0,078537989"
1/9/11,"0,05578334813","0,1711428571","0,1670872638","0,2501036161","0,1484297746","0,4235272722","0,08258250645"
1/10/11,"0,0565019515","0,1745714286","0,1611833835","0,2202668405","0,131005558","0,3733129024","0,08673240606"
1/11/11,"-0,01211058038","0,1798285714","0,1710914729","0,2131930053","0,1539877928","0,4358167719","0,09116989672"
1/12/11,"0,06665398543","0,1898857143","0,2221311704","0,3103779077","0,1768336345","0,5287193536","0,09544364548"
1/1/12,"0,125579462","0,2019428571","0,2717368024","0,3816518034","0,1859037747","0,5185658123","0,09982542006"
1/2/12,"0,06898592383","0,2121142857","0,3115833388","0,4397140662","0,1762198657","0,5852796867","0,1041330696"
1/3/12,"0,03810006904","0,2186285714","0,3017497462","0,4186602091","0,1916663825","0,6296588658","0,1085496019"
1/4/12,"-0,07960998154","0,2128","0,2201942507","0,3166647263","0,1990657074","0,5653053801","0,1125219046"
1/5/12,"-0,02247396824","0,2148571429","0,2684589382","0,3668242252","0,2046578238","0,6574069775","0,1164157313"
1/6/12,"-0,008735962576","0,2286285714","0,2844385261","0,3689058607","0,2361305282","0,6954672796","0,1206953249"
1/7/12,"0,002458750757","0,2389142857","0,3098233492","0,4282534286","0,2411770723","0,7032372152","0,1247111499"
1/8/12,"0,02736328923","0,2473714286","0,3415683463","0,4511979882","0,248678692","0,6880455981","0,1286476389"
1/9/12,"0,004424342337","0,2574857143","0,3150195089","0,3864670408","0,2626589832","0,6824077514","0,1326919596"
1/10/12,"-0,009475701343","0,2664","0,3187629788","0,4018394766","0,2601698094","0,6716273526","0,1368451634"
1/11/12,"0,03895957504","0,2809142857","0,328084405","0,4061564254","0,2597606301","0,7250572684","0,1410135957"
1/12/12,"0,08971269955","0,2986285714","0,3950571298","0,4632593662","0,2510314727","0,7989413076","0,1450071433"
1/1/13,"0,04693466345","0,3066285714","0,4104873029","0,4716697325","0,2602039077","0,822224028","0,1492055028"
1/2/13,"0,01349142608","0,3121714286","0,4612476371","0,5216522691","0,2619429195","0,8822127291","0,1533234892"
1/3/13,"-0,02362936974","0,3260571429","0,4876754169","0,5501851119","0,2830156511","0,9914163107","0,1572640111"
1/4/13,"-0,04878753294","0,3332571429","0,5185636995","0,6093836589","0,255089167","0,8607602774","0,1610251192"
1/5/13,"-0,06267348635","0,3348","0,4957862684","0,5848604093","0,2234459713","0,8184195456","0,1644114424"
1/6/13,"-0,03073790703","0,3494857143","0,5697710151","0,6887652223","0,2336413544","0,8279988546","0,168001711"
1/7/13,"-0,03858618309","0,3581142857","0,520640301","0,6717675274","0,2258328503","0,7140922951","0,1715057162"
1/8/13,"0,03057586902","0,3675428571","0,5658785514","0,7563415372","0,2332662734","0,7748901065","0,1750202333"
1/9/13,"0,06396274535","0,3773714286","0,6357100953","0,8253708059","0,2509291779","0,8469759937","0,1783494573"
1/10/13,"0,04222147074","0,3824","0,6815908816","0,8906512678","0,2470760732","0,7655398712","0,1815899183"
1/11/13,"0,05964407998","0,3937714286","0,7212139272","0,9449973223","0,2468714836","0,7804076121","0,1846423589"
1/12/13,"0,02467909428","0,3985142857","0,6599681526","0,9111369828","0,2683192962","0,8405317453","0,1873571644"
1/1/14,"0,01781713658","0,4056571429","0,7315410618","1,006249563","0,282367784","0,9268043431","0,1902167162"
1/2/14,"-0,03531724225","0,3944","0,7435443769","0,9554287843","0,2831179459","0,9330605343","0,1927459267"
1/3/14,"-0,07989883192","0,3957142857","0,7543557414","0,9161105549","0,2970641388","0,9887738361","0,1959862198"
1/4/14,"0,00888391033","0,4032","0,7912503376","0,9757468508","0,3139086848","1,04363972","0,1988864864"
1/5/14,"0,0401290668","0,4172571429","0,825388548","1,052846532","0,3159204828","1,067720329","0,2019236655"
1/6/14,"-0,02804666695","0,4213714286","0,7978619386","1,034959369","0,3137381935","1,063783123","0,2049084426"
1/7/14,"-0,01318144031","0,4224","0,8655610083","1,13298717","0,3324240461","1,133565116","0,2080010409"
1/8/14,"-0,005882684477","0,4226857143","0,8366189576","1,092528","0,3153067139","1,013356705","0,2111015769"
1/9/14,"0,04864663031","0,4089142857","0,8792311919","1,156490558","0,3284686466","1,189000588","0,2147146966"
1/10/14,"0,08049766806","0,4034285714","0,9253354689","1,231415466","0,3376410816","1,239302021","0,2185916611"
1/11/14,"-0,01606994406","0,3738857143","0,9172711781","1,2055324","0,3399938623","1,263741332","0,2240347038"
1/12/14,"0,1608192078","0,3574857143","0,9253354689","1,158586164","0,3771268797","1,390391283","0,2296550632"
1/1/15,"0,2392174268","0,3918857143","0,8792311919","1,311467623","0,3652606813","1,32870581","0,2351372753"
1/2/15,"0,1456651308","0,4367428571","0,8366189576","1,282292128","0,3690455894","1,355491193","0,2406851002"
1/3/15,"0,1894576658","0,4836","0,8655610083","1,301171211","0,3603505302","1,244541698","0,2453686865"
1/4/15,"0,1336954531","0,5123428571","0,7978619386","1,36105898","0,3530535002","1,241982417","0,2502982709"
1/5/15,"0,1656521678","0,5297142857","0,825388548","1,322336834","0,3315033928","1,145160816","0,2546951531"
1/6/15,"0,1758323822","0,5455428571","0,7912503376","1,388190095","0,3388345211","1,249302331","0,2585847081"
1/7/15,"0,2210409886","0,5413714286","0,7543557414","1,224374229","0,3310601153","1,121621161","0,2620563043"
1/8/15,"0,157493906","0,5625714286","0,7435443769","1,151563555","0,3397210761","1,161397969","0,2653692021"
1/9/15,"0,2057953249","0,5912","0,7315410618","1,353482199","0,3470522045","1,294167905","0,2685853488"
1/10/15,"0,2477279452","0,6073142857","0,6599681526","1,379057909","0,34398336","1,288246812","0,2715030951"
1/11/15,"0,2409012132","0,6315428571","0,7212139272","1,331902112","0,3348791216","1,315573536","0,2746076818"
1/12/15,"0,2574995421","0,6362285714","0,8067736318","1,148671619","0,3399938623","1,235018496","0,2772843579"
1/1/16,"0,2964238914","0,66","0,7993146284","1,122592963","0,3515872745","1,228593982","0,2797644184"
1/2/16,"0,3182497076","0,6837714286","0,9180533957","1,267841758","0,3872199679","1,451205733","0,2821959708"
1/3/16,"0,3759493314","0,7069714286","0,9232309311","1,223838685","0,4068605722","1,410395771","0,2847069379"
1/4/16,"0,3378774429","0,724","0,9527130845","1,304263394","0,4060422137","1,466767273","0,2871264693"
1/5/16,"0,3322976991","0,7448","0,9544823861","1,255184297","0,4343096805","1,631651266","0,2893682146"
1/6/16,"0,3700102859","0,7566285714","1,024081127","1,40395371","0,4556892966","1,733546929","0,2914526932"
1/7/16,"0,3890110045","0,7747428571","1,021613417","1,427745826","0,4588263375","1,64384132","0,2934006343"
1/8/16,"0,3935269335","0,7941142857","1,01911777","1,473746711","0,4545981519","1,606571555","0,2950820552"
1/9/16,"0,4017274661","0,7787428571","0,9798951456","1,416532005","0,4427319535","1,479109398","0,2966577383"
1/10/16,"0,4829366925","0,7881714286","1,047556967","1,479185973","0,4065536877","1,428505371","0,2981705057"
1/11/16,"0,5729805132","0,8075428571","1,084824048","1,506866603","0,4147372728","1,530523697","0,2998797635"
1/12/16,"0,5621803272","0,8266857143","1,122109753","1,614753068","0,4198520135","1,536697468","0,3016562659"
1/1/17,"0,434226656","0,8424571429","1,201048544","1,712850723","0,4339005012","1,64224709","0,3032941833"
1/2/17,"0,4061377182","0,8639428571","1,20019183","1,753039793","0,431854605","1,6055918","0,3048907187"
1/3/17,"0,4207986361","0,8885142857","1,220194251","1,81631313","0,4453575204","1,61880959","0,306510958"
1/4/17,"0,3388426259","0,9037142857","1,245895686","1,886590449","0,4610427251","1,614964091","0,3079263449"
1/5/17,"0,3241323921","0,9167428571","1,25670705","1,859533844","0,4649981246","1,668001641","0,3092778688"
1/6/17,"0,3523340519","0,9220571429","1,300371553","1,956257713","0,4752958025","1,699835547","0,3105544147"